IPL	SignalType	--------	Frequency-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-------------	PRI	---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-----PW----	-----	AntScan	--------	DeleteTime	ThreatLevel	AutoWarning	EmitterNotation	EmitterName	Category	ThreatERP	PlatformNo	PlatformName1	PlatformNo	PlatformName2	PlatformNo	PlatformName3	PlatformNo	PlatformName4	PlatformNo	PlatformName5																																																																												
57	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A057Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
58	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A058Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
59	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A059Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
60	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A060Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
61	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A061Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
62	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A062Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
63	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A063Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
64	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A064Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
65	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A065Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
66	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A066Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
67	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A067Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
68	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A068Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
69	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A069Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
70	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A070Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
71	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A071Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
72	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A072Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
73	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A073Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
74	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A074Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
75	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A075Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
76	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A076Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
77	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A077Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
78	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A078Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
79	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A079Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
80	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A080Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
81	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A081Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
82	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A082Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
83	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A083Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
84	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A084Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
85	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A085Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
86	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A086Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
87	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A087Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
88	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A088Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
89	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A089Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
90	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A090Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
91	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A091Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
92	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A092Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
93	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A093Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
94	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A094Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
95	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A095Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
96	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A096Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
97	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A097Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
98	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A098Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
99	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A099Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
100	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A100Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
101	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A101Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
102	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A102Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
103	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A103Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
104	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A104Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
105	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A105Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
106	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A106Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
107	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A107Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
108	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A108Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
109	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A109Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
110	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A110Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
111	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A111Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
112	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A112Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
113	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A113Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
114	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A114Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
115	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A115Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
116	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A116Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
117	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	A117Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
